id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
949250584233351802,Studio Room at Hotel Boston,518080572,Anwar,,Brighton,42.3417319,-71.1431193,Private room,,1,75,2024-05-12,6.97,3,299,75,Exempt: This listing is a hotel or motel
949813274469323542,Queen Bedroom G in #1341: Brighton,297860058,Sophia,,Brighton,42.34206086974624,-71.15027785795918,Private room,56,91,0,,,154,355,0,
950079027718724538,Modern Apt head of the Charles,163848078,Adam,,Brighton,42.35899,-71.14921,Entire home/apt,399,29,0,,,63,295,0,Exempt: This listing is a unit used for furnished institutional or business stays
950250466870034563,"Roslindale Room near MBTA, self check-in",201935605,Sherwin,,Roslindale,42.29276687560215,-71.12202441282217,Private room,38,29,6,2024-03-10,0.63,8,54,6,
950268256943159901,"Spacious Tranquil Studio, Steps to Transit & Parks",31340713,Kama,,Fenway,42.34372,-71.0884,Entire home/apt,312,29,0,,,27,154,0,Exempt: This listing is a unit used for furnished institutional or business stays
950285523190507855,"Spacious Tranquil Studio, Steps to Transit & Parks",266312920,STARS Of,,Fenway,42.344273901850215,-71.08798513718168,Entire home/apt,250,29,0,,,31,104,0,
950573469793079349,Hidden Gem in Port Norfolk,147376476,Ron,,Dorchester,42.286338056398,-71.04252835224409,Entire home/apt,299,3,3,2024-06-18,2.65,1,251,3,STR-559439
950604189578172753,"Boston 1 bedroom, 7 minutes to T",151248865,Yao,,Dorchester,42.32112909775597,-71.05927640084631,Entire home/apt,125,30,0,,,8,363,0,
950826613862878713,One Bedroom Apt in Boston Hotel,518080572,Anwar,,Brighton,42.34261,-71.14372,Private room,,1,7,2024-03-05,0.65,3,183,7,Exempt: This listing is a hotel or motel
951336508621047674,BonBon Fenway Luxury Experience,158837906,Dan,,Fenway,42.34576973048,-71.0952076964361,Entire home/apt,299,29,2,2023-10-07,0.22,10,269,2,STR-009577
951413402148694140,The Win on Wendeller,142029634,Eran,,South Boston,42.32851223209749,-71.05345238041572,Private room,250,1,6,2024-05-17,0.64,1,90,6,STR-537702
951532971688006566,"988-Cozy, renovated and lovely Apartment in Boston",530105776,Alex,,Dorchester,42.2907089,-71.0461607,Entire home/apt,300,1,38,2024-05-31,3.64,1,294,38,STR-533964
952038813472139080,Dorchester House 2 miles away from Downtown Boston,355604067,Enrique,,Roxbury,42.32124445739686,-71.07730064626134,Entire home/apt,426,3,9,2024-06-16,1.05,1,48,9,STR-540206
952102570622509535,West Roxbury 3rd flr private room with double bed,69267172,Lynda,,West Roxbury,42.27766862445315,-71.16072294979159,Private room,60,1,22,2024-05-27,2.19,11,170,22,STR-513970
952456025026558868,Harborview House-Close to downtown Boston/airport!,29878972,Brandon,,East Boston,42.36422,-71.03329,Entire home/apt,,2,17,2024-05-19,1.87,1,0,17,STR-540160
952862633386844790,Master Bedroom in a Single Family house,526738308,Xianming,,West Roxbury,42.2842416,-71.167526,Private room,60,2,8,2024-05-30,0.85,6,203,8,STR-533053
952900189308890791,Queen Bedroom in Single Family House,526738308,Xianming,,West Roxbury,42.28478,-71.16667,Private room,65,2,3,2024-01-24,0.32,6,230,3,STR-533053
952927869649556224,SeaportSouthie Convention Center,117831587,Luke,,South Boston,42.33784,-71.04517,Entire home/apt,591,3,30,2024-06-12,3.21,2,196,30,Exempt: This listing is a unit used for furnished institutional or business stays
953750560515431624,white room,226220,Sevil,,Brighton,42.35585320000001,-71.1638648,Private room,75,90,0,,,2,365,0,
954908713931175650,"DowntownBoston,Nearly everything",208829554,Ping,,Chinatown,42.34873,-71.06069,Entire home/apt,217,91,3,2024-06-01,0.52,3,191,3,STR-399153
955140977119505842,3 Beautiful Units Minutes Carson Beach! Parking!,501999278,RoomPicks,,Downtown,42.3605,-71.05516,Private room,,29,0,,,36,96,0,STR-000000
955144413752333121,Minutes to Logan Int'l Airport & Prudential Tower!,501999278,RoomPicks,,Downtown,42.36025,-71.0572,Private room,,29,0,,,36,96,0,STR-000000
955145331631410255,Perfect Place to Stay in Boston! Parking Available,501999278,RoomPicks,,Downtown,42.359944245633095,-71.0572093196012,Private room,,29,0,,,36,96,0,STR-000000
955146059365199224,Minutes to Quincy Market and The Freedom Trail!,501999278,RoomPicks,,Downtown,42.360692884293,-71.05719735041149,Private room,,29,0,,,36,96,0,STR-000000
955146851971716533,Explore Boston! Short Drive to Prudential Tower!,501999278,RoomPicks,,Downtown,42.36217,-71.05664,Private room,,29,0,,,36,96,0,STR-000000
955147484351946796,"Charming Amenities! Juliette Balcony, City View!",501999278,RoomPicks,,Downtown,42.359821020641974,-71.05528204045112,Private room,,29,0,,,36,96,0,STR-000000
955747356121532736,Bright Back Bay Studio,275849638,Steven,,Back Bay,42.35202976524467,-71.08161956401018,Entire home/apt,302,1,41,2024-06-01,4.32,69,213,41,STR-450901
955827663275316488,Hyde Park Vacation Rental ~ 11 Mi to Boston!,122377513,Evolve,,Hyde Park,42.25156,-71.14153,Entire home/apt,218,3,1,2023-08-20,0.10,5,61,1,STR-530906
956413712856403288,Charming Condo Step from Ashmont,531087019,Romario,,Dorchester,42.28652946062785,-71.05448063091285,Shared room,300,29,0,,,1,269,0,STR-530813
956601340775051548,"Heart of Allston
BU, Green Line",20541419,Nanci,,Allston,42.35284739226045,-71.13352082669735,Entire home/apt,129,91,1,2023-12-31,0.17,1,202,1,
957168403842245014,"2 Bedroom Loft Apartment in Brighton, Free Parking",160661353,Shira,,Brighton,42.34524270793829,-71.15029424465831,Entire home/apt,196,2,5,2024-06-13,0.77,2,19,5,STR-544744
957865467562485470,"One Bed + Office, 2nd Floor & Steps to Orange Line",32870796,Jessica,,Jamaica Plain,42.31597,-71.10642,Entire home/apt,,29,3,2024-05-31,0.78,5,22,3,
958060371889188296,"(CL5) Roof Deck, w/d",331225367,Foster,,South End,42.3423474596366,-71.07732179238533,Entire home/apt,210,1,25,2024-06-13,2.61,72,63,25,str-526502
958063393323060265,(CL2) New with Roof Deck & w/d!,331225367,Foster,,South End,42.34214779250125,-71.07909586835892,Entire home/apt,253,1,36,2024-06-12,3.69,72,52,36,str-526502
958065425063050341,(CL9) BRAND NEW!  Back Bay/ South End. Roof Deck!,528489640,Foster,,South End,42.34226,-71.07925,Entire home/apt,194,1,33,2024-06-05,3.37,3,60,33,str-526502
958552879239399525,D/R3 Private big room IN Boston,412452734,Dan,,Dorchester,42.3171613915894,-71.05388945945832,Private room,36,29,5,2023-11-12,0.52,9,220,5,Exempt: This listing is a unit that has contracts with hospitals
958648577659799676,Charming South Boston Private Bedroom,23035099,Kristine,,South Boston,42.33409049999999,-71.0319214,Private room,72,30,0,,,3,200,0,
958740384258392294,Cozy full condo / Walkable to T,200275488,Chris,,East Boston,42.36743,-71.03544,Entire home/apt,257,3,25,2024-06-17,2.56,1,8,25,STR-478920
958943626506580294,Peace love humility and safety,301580171,Donald,,Hyde Park,42.25749571383021,-71.11875652965605,Entire home/apt,,1,2,2024-04-14,0.66,3,270,2,Str-144818
959888489456599762,"Blueground | Back Bay, w/d, nr boston common",107434423,Blueground,,Back Bay,42.35308149999999,-71.0721938,Entire home/apt,,32,0,,,379,0,0,
960242504685251361,Travelers Lux Room in the Heart of South Boston #1,342519983,Marquis Escapes,,South Boston,42.3370788943205,-71.03337548072379,Private room,71,91,0,,,6,324,0,
960242551328852127,Heart of South Boston Luxury Home w/Private Deck,342519983,Marquis Escapes,,South Boston,42.337246208640444,-71.03525754973766,Entire home/apt,360,91,0,,,6,364,0,Exempt: This listing is a unit used for furnished institutional or business stays
960243742276636916,(PG03) Fenway Studio Cute & Cozy,233908696,Together We,,Fenway,42.34696,-71.10332,Entire home/apt,199,1,38,2024-06-17,3.86,2,45,38,str-543851
960441596149014714,"Boston Room w/ Great Amenities, Priv Bath, Kitchen",31340713,Kama,,Back Bay,42.35201260357918,-71.08230289540408,Entire home/apt,151,30,7,2023-11-04,0.74,27,109,7,Exempt: This listing is a unit used for furnished institutional or business stays
960460445290645632,Boston Room w/ Great Amenities,266312920,STARS Of,,Back Bay,42.35253,-71.08066,Entire home/apt,190,29,1,2023-10-21,0.12,31,172,1,Exempt: This listing is a unit used for furnished institutional or business stays
960648691532644103,C1 Convenient Sunny Room Boston,412452734,Dan,,Allston,42.35012,-71.13541,Private room,51,1,3,2023-10-15,0.31,9,268,3,Exempt: This listing is a unit that has contracts with hospitals
960685883806728060,Walk everywhere! 1 bed / 1 bath / Super location!,47584294,Jessy And Diego,,Back Bay,42.34445218198396,-71.08105165816404,Entire home/apt,206,2,35,2024-05-18,3.58,14,151,35,Exempt: This listing is a unit that has contracts with hospitals
960815028969330311,Corner 2Ba 2Ba  apt in Boston Jamica pond.,163848078,Adam,,Jamaica Plain,42.32852903493563,-71.11188997856051,Entire home/apt,469,29,0,,,63,300,0,Str-647428
960827063707223984,3BD House on Subway,52471469,Shannyn,,Dorchester,42.27987,-71.05947,Entire home/apt,,91,0,,,1,52,0,
961842882149732560,"Cozy Queen Bd, 7mn to Aiport, 3 mn walk to Train",44837494,Nemrac,,East Boston,42.371037880662804,-71.04006197628438,Private room,99,1,22,2024-06-15,6.23,2,235,22,STR-546789
962459201032552160,Back-Bay* Boston* Downtown* w/Gym & Parking,463475392,Johna,,Bay Village,42.35044641835193,-71.06818657368422,Entire home/apt,699,29,16,2024-05-20,1.68,11,313,16,Exempt: This listing is a unit that has contracts with hospitals
962828359895553516,"Blueground | Back Bay, w/d, nr boston common",107434423,Blueground,,Back Bay,42.35308149999999,-71.0721938,Entire home/apt,150,32,0,,,379,50,0,
963638294449412751,Chic Fenway 1b Perfect Location!,275849638,Steven,,Fenway,42.34909022215199,-71.09523336919413,Entire home/apt,187,1,29,2024-06-04,2.88,69,242,29,STR-438671
963712891329091474,(42L5) Celtics Bruins TD Garden Outside your door!,331225367,Foster,,Downtown,42.3662,-71.06326,Entire home/apt,244,1,46,2024-06-17,5.05,72,38,46,STR-531165
963739180827526692,West Roxbury 3rd floor daybed,69267172,Lynda,,West Roxbury,42.27763,-71.15947,Shared room,50,1,14,2024-06-02,1.41,11,180,14,STR-513970
963783297835812701,(42L3) Celtics Bruins TD Garden Outside your door!,331225367,Foster,,West End,42.364500316156295,-71.06486051926203,Entire home/apt,250,1,41,2024-06-16,4.35,72,60,41,STR-531165
963792616319536906,"(MB6) Brand New! 3bed, 2 kings, Back Bay!",331225367,Foster,,Back Bay,42.35326,-71.07948,Entire home/apt,478,1,31,2024-06-17,3.29,72,45,31,STR-531165
964946317221888957,"Blueground | Back Bay, rooftop & gym, nr shops",107434423,Blueground,,Back Bay,42.34603,-71.07867759999999,Entire home/apt,171,32,0,,,379,316,0,
965769862121915466,Beautiful Two Bedroom Apartment,8898973,Adriana & Gianni,,Roxbury,42.3240913,-71.0907016,Entire home/apt,,91,0,,,4,98,0,Exempt: This listing is a unit used for furnished institutional or business stays
965812379978856490,Full Bedroom A in #1284: Allston,297860058,Sophia,,Allston,42.35940848769415,-71.12787674245394,Private room,52,91,0,,,154,26,0,
965926752339355136,"Blueground | Back Bay, w/d, nr boston common",107434423,Blueground,,Back Bay,42.35308149999999,-71.0721938,Entire home/apt,,32,0,,,379,15,0,
966033303798491162,My Sweet Apartment,456140484,Mihaela,,Roslindale,42.27659184787903,-71.11711643636227,Entire home/apt,217,1,5,2024-06-16,4.05,1,80,5,STR-561210
966203830909322738,Exquisite Lux Room in the Heart of South Boston #2,342519983,Marquis Escapes,,South Boston,42.33815,-71.03516,Private room,66,91,0,,,6,295,0,
966208194607702591,Oasis Room in the Heart of South Boston #3,342519983,Marquis Escapes,,South Boston,42.33661532636998,-71.03493836024303,Private room,64,91,2,2024-04-21,0.32,6,200,2,
966238412053359769,Exquisite Lux Room in the Heart of South Boston #5,342519983,Marquis Escapes,,South Boston,42.33808,-71.03502,Private room,69,91,0,,,6,329,0,
966243471186297526,Exquisite Lux Room in the Heart of South Boston #4,342519983,Marquis Escapes,,South Boston,42.33631,-71.03487,Private room,68,91,0,,,6,293,0,
966924264198926530,"Newly renovated apartment, 2 bedroom, Free parking",160661353,Shira,,Brighton,42.34372357126928,-71.15170223466356,Entire home/apt,242,2,23,2024-06-11,3.09,2,91,23,STR-542383
967177743613744573,South End Penthouse w/Roofdeck,21635825,Mary Ella,,South End,42.34309827458531,-71.07708044350147,Entire home/apt,575,3,2,2024-06-01,0.88,1,139,2,STR-551850
967311247275960043,Full Bedroom A in #1419: Allston,297860058,Sophia,,Allston,42.35678,-71.13208,Private room,44,91,0,,,154,357,0,
967313361451480487,Full Bedroom C in #1419: Allston,297860058,Sophia,,Allston,42.355220308466,-71.13235895067348,Private room,,91,0,,,154,362,0,
967313801765148388,Queen Bedroom A in #539: Allston,297860058,Sophia,,Allston,42.35967691411263,-71.12955169822716,Private room,,91,0,,,154,362,0,
967314284877856989,Queen Bedroom A in #768: Roxbury,297860058,Sophia,,Roxbury,42.326867584866434,-71.0777405736986,Private room,62,91,0,,,154,326,0,
967486254656338657,"Harvard Allston Campus 4Bedroom3 Baths, Location!",8441226,Justin,,Allston,42.36193716889646,-71.13295433294668,Entire home/apt,,29,0,,,2,49,0,STR-566576
967667558662177408,West Roxbury 1st flr private room with single bed,69267172,Lynda,,West Roxbury,42.2787557,-71.16044099999999,Private room,50,1,6,2024-06-21,6,11,83,6,STR-513970
967982307999324156,"Blueground | Back Bay, gym, nr dining & shops",107434423,Blueground,,Back Bay,42.35308149999999,-71.0721938,Entire home/apt,,32,0,,,379,0,0,
968593353964170175,"Blueground | South End, building w/d, nr dining",107434423,Blueground,,Roxbury,42.33884,-71.08177,Entire home/apt,244,32,0,,,379,49,0,
968756887106715089,Modern Studio in Historic Boston - Garden Unit #1,22348222,Maverick,,Fenway,42.341083874649065,-71.09549691842322,Entire home/apt,197,1,30,2024-06-21,3.61,87,320,30,STR-540386
968895944857297752,Modern Studio in Historic Boston - Garden Unit #2,22348222,Maverick,,Fenway,42.3417,-71.0935,Entire home/apt,172,1,19,2024-05-18,2.27,87,294,19,STR-540387
968896521543854465,Modern Studio in Historic Boston - Garden Unit #3,22348222,Maverick,,Fenway,42.33951673701451,-71.09350181962292,Entire home/apt,197,1,21,2024-06-02,2.57,87,313,21,STR-540389
968897133097214213,Modern Studio in Historic Boston - Garden Unit #4,22348222,Maverick,,Fenway,42.341240221689695,-71.09401042139574,Entire home/apt,284,1,17,2024-06-21,1.94,87,356,17,STR-540390
968897464379856942,Modern Studio in Historic Boston - Unit #101,22348222,Maverick,,Fenway,42.34013,-71.0956,Entire home/apt,284,1,16,2024-06-06,1.81,87,355,16,STR-540391
968898839815162155,Modern Studio in the Heart of Boston-Unit #202,22348222,Maverick,,Fenway,42.34128993702194,-71.09383314631357,Entire home/apt,258,1,18,2024-06-05,2.08,87,341,18,STR-540401
969458540661079563,"Blueground | Symphony, building w/d, nr shops",107434423,Blueground,,Fenway,42.34449130000001,-71.086708,Entire home/apt,,32,1,2023-12-31,0.17,379,0,1,
970182278615303492,My city sunshine apt,468418352,Ofri,,Brighton,42.33886227708896,-71.15213032985815,Entire home/apt,80,91,1,2024-05-12,0.71,1,138,1,
970252095443904336,Stylish Studio in Historic Boston - Unit #205,22348222,Maverick,,Fenway,42.34129106189011,-71.09350961031274,Entire home/apt,330,1,16,2024-06-05,1.80,87,344,16,STR-540404
970252129528759181,Modern Studio in Historic Boston - Unit #102,22348222,Maverick,,Fenway,42.34121888379682,-71.09344243524382,Entire home/apt,290,1,15,2024-05-30,1.96,87,360,15,STR-540392
970252331842180905,Modern Studio in Historic Boston - Unit #103,22348222,Maverick,,Fenway,42.33969,-71.09415,Entire home/apt,284,1,15,2024-06-17,1.69,87,351,15,STR-540393
970253205610322340,Stylish Studio in Fenway Neighborhood - Unit #201,22348222,Maverick,,Fenway,42.34168617543995,-71.09518205208003,Entire home/apt,197,1,21,2024-06-16,2.54,87,306,21,STR-540400
970253217998897434,Stylish Studio in Fenway Neighborhood - Unit #203,22348222,Maverick,,Fenway,42.341502139596166,-71.09552725688755,Entire home/apt,284,1,20,2024-06-21,2.26,87,356,20,STR-540402
970253349165956159,Stylish Studio in Historic Boston - Unit #204,22348222,Maverick,,Fenway,42.34120183250004,-71.09574333809945,Entire home/apt,324,1,11,2024-06-03,1.79,87,334,11,STR-540403
970253359117204846,Stylish Studio in Historic Boston - #206,22348222,Maverick,,Fenway,42.34675,-71.09135,Entire home/apt,330,1,18,2024-06-02,2.15,87,359,18,STR-540405
970253404738966318,Stylish Studio in Historic Boston #207,22348222,Maverick,,Fenway,42.34484487859594,-71.0906269950402,Entire home/apt,330,1,25,2024-06-16,2.85,87,355,25,STR-540409
970253528209468566,Stylish Studio in Historic Boston #208,22348222,Maverick,,Fenway,42.344704861725305,-71.09044872306895,Entire home/apt,290,1,26,2024-06-19,2.99,87,360,26,STR-540407
970253656712625913,Stylish Studio in Historic Boston - Unit #209,22348222,Maverick,,Fenway,42.33963722877396,-71.09398343821611,Entire home/apt,275,1,26,2024-06-19,2.95,87,359,26,STR-540410
970253834535686815,Modern Studio in Historic Boston - Unit #301,22348222,Maverick,,Fenway,42.34534,-71.09138,Entire home/apt,194,1,20,2024-06-17,2.36,87,322,20,STR-540412
970253956811711528,Modern Studio in Historic Boston - Unit #302,22348222,Maverick,,Fenway,42.34105205432993,-71.09383555030999,Entire home/apt,275,1,20,2024-06-01,2.25,87,359,20,STR-540413
970254183341401847,Modern Studio in Historic Boston - Unit #303,22348222,Maverick,,Fenway,42.34138,-71.0954,Entire home/apt,191,1,12,2024-06-04,1.63,87,352,12,STR-540415
970254250921550781,Stylish Stay in Fenway Neighborhood - Unit #304,22348222,Maverick,,Fenway,42.34159093155845,-71.09413088507534,Entire home/apt,295,1,37,2024-06-21,4.25,87,349,37,STR-540416
970254385841933801,Stylish Studio in Fenway Neighborhood - Unit #305,22348222,Maverick,,Fenway,42.34141,-71.09514,Entire home/apt,284,1,16,2024-06-21,1.88,87,354,16,STR-540418
970254498756780127,Stylish Studio in Fenway Neighborhood - Unit #306,22348222,Maverick,,Fenway,42.341708921510254,-71.09485568035703,Entire home/apt,244,1,11,2024-04-15,1.26,87,331,11,STR-540419
970254959601719331,Modern Studio in Historic Boston - Unit #401,22348222,Maverick,,Fenway,42.34659,-71.0892,Entire home/apt,194,1,32,2024-06-16,3.64,87,324,32,STR-540426
970255334813267456,Modern Studio in Historic Boston - Unit #403,22348222,Maverick,,Fenway,42.34127,-71.09568,Entire home/apt,244,1,9,2024-04-06,1.04,87,355,9,STR-540428
970255424387491666,Stylish Studio in Historic Boston - Unit #404,22348222,Maverick,,Fenway,42.341197037275165,-71.09558064362376,Entire home/apt,330,1,18,2024-05-04,2.05,87,359,18,STR-540431
970255487139401897,Stylish Studio in Historic Boston - Unit #405,22348222,Maverick,,Fenway,42.33941039268015,-71.09387939893679,Entire home/apt,247,1,17,2024-06-18,2.21,87,354,17,STR-540432
970255523886035851,Stylish Studio in Historic Boston - Unit #406,22348222,Maverick,,Fenway,42.339688701361496,-71.09537347149856,Entire home/apt,330,1,21,2024-05-09,2.39,87,346,21,STR-540433
970256334776552942,Stylish Studio in Historic Boston,22348222,Maverick,,Fenway,42.34681494729365,-71.09053291074052,Entire home/apt,258,1,221,2024-06-21,24.92,87,360,221,STR-540422
970256340308687936,Modern Studio in Historic Boston - Unit #402,22348222,Maverick,,Fenway,42.34167,-71.09485,Entire home/apt,206,1,29,2024-06-02,3.36,87,261,29,STR-540427
970696545528120358,Simple Room walking to Airport T,1407005,Izzy,,East Boston,42.37654878429381,-71.03550695040252,Private room,93,1,60,2024-06-07,6.21,3,32,60,STR-445805
970923638522576532,Lux 1BR w/ Amenities Seaport,20857768,Compass,,South Boston Waterfront,42.3527606,-71.04651439999999,Entire home/apt,229,29,1,2023-12-13,0.16,20,268,1,Exempt: This listing is a unit used for furnished institutional or business stays
971011953545272594,Hope of peace and tranquility,531150506,Benedicta,,Hyde Park,42.25454,-71.12881,Private room,120,1,4,2024-05-19,0.55,2,249,4,STR-540137
971056828621546341,Sparkling 2BR / 2Ba in Back Bay,163848078,Adam,,Back Bay,42.34792,-71.07833,Entire home/apt,559,29,0,,,63,295,0,STR-366118
971237837731938987,Newly Renovated Roxbury Tower,21554910,Philipp,,Roxbury,42.32048,-71.07729,Entire home/apt,178,2,44,2024-06-19,4.51,2,171,44,STR-539401
971915036153685900,Queen Bedroom in Single Family House,526738308,Xianming,,West Roxbury,42.285,-71.16668,Private room,60,2,9,2024-05-30,0.96,6,213,9,STR-533053
972007269429580957,King bedroom in Single Family House,526738308,Xianming,,West Roxbury,42.28339904710423,-71.1666361748383,Private room,60,2,5,2024-06-06,0.53,6,85,5,STR-533053
972308791314572742,Quaint South Boston Prívate Bedroom,23035099,Kristine,,South Boston,42.33450819947381,-71.03307066207185,Private room,72,29,0,,,3,199,0,
972322923270523366,AL/R3 Boston's New Room Central Spot,412452734,Dan,,Allston,42.35007174728618,-71.1347417826025,Private room,47,29,10,2024-06-18,1.13,9,243,10,Exempt: This listing is a unit used for furnished institutional or business stays
972382373389698405,Spacious Boston APT w/ parking spot!,56415582,Jessica,,Dorchester,42.3189351,-71.0646094,Entire home/apt,225,2,0,,,1,199,0,STR-539396
972399804318376796,AL/R4 Boston Small Room in a New House,412452734,Dan,,Allston,42.35185,-71.13264,Private room,58,29,8,2024-05-23,0.92,9,245,8,Exempt: This listing is a unit that has contracts with hospitals
972445096435473064,West Roxbury 3rd flr private room with single bed,69267172,Lynda,,West Roxbury,42.27977,-71.15978,Private room,61,1,11,2024-06-19,1.28,11,160,11,STR-513970
972577050709299536,Cozy Oasis Near Downtown & Airport,5618949,Alan,,East Boston,42.3771,-71.03226,Entire home/apt,129,29,2,2023-10-31,0.21,13,270,2,STR-419049
973150249750755722,2BR steps from Broadway,114667665,Elissa,,South Boston,42.33612195959301,-71.04810612535806,Entire home/apt,310,1,11,2024-05-19,1.27,1,32,11,STR-539404
973281689466385552,Lovely corner 2 BR 2BA apt Boston  hospitals.,163848078,Adam,,Jamaica Plain,42.32833,-71.11261,Entire home/apt,499,29,1,2023-10-16,0.12,63,269,1,Str-562345
973323653668621032,Comfort - Cozy -Living,535531649,Laugenia,,Mattapan,42.2725737,-71.0860593,Entire home/apt,,29,1,2023-11-14,0.14,1,18,1,Exempt: This listing is a unit used for furnished institutional or business stays
973416708757062233,Cozy Ground-Level 2-Bed w/ Private Entrance,31340713,Kama,,Allston,42.35062,-71.13251,Entire home/apt,287,30,1,2023-10-21,0.12,27,364,1,Exempt: This listing is a unit used for furnished institutional or business stays
973459758423270501,2Bed Ground-Level Unit w/ Private Entrance,266312920,STARS Of,,Allston,42.35118,-71.13282,Entire home/apt,287,29,0,,,31,178,0,
973772259586587633,Modern Appt|2 Bedrooms|6 Beds|Subway|Free Parking|,522128667,Thanh,,Dorchester,42.2904444,-71.06052729999999,Entire home/apt,239,2,33,2024-06-16,3.45,2,322,33,Str-539606
974108478241634667,"Back Bay Sunny, Spacious, Dog- friendly",109550763,Wendy,,Back Bay,42.353319888698614,-71.07674818485975,Entire home/apt,151,91,0,,,1,178,0,
974130181789175734,Modern stylish 1 BR Gem 5min to Train & Airport,115371501,Cecilia,,East Boston,42.37138183463158,-71.0399257294879,Entire home/apt,174,1,21,2024-06-13,5.63,1,90,21,STR-540462
974824924367110722,Modern/chic one-bedroom in eco Smart Home -Room #2,77476995,Christian,,Dorchester,42.31276,-71.07632,Private room,100,1,6,2024-03-16,0.67,1,153,6,STR-520018
975169246283882115,Luxury Studio by Fenway Park w/pool,443515330,Cort,,Fenway,42.34264744260074,-71.10115074445707,Entire home/apt,357,91,0,,,2,293,0,
975169390410019999,Luxury 1BR by Fenway Park w/pool,443515330,Cort,,Fenway,42.3429056303284,-71.10239341685858,Entire home/apt,460,91,0,,,2,363,0,
975276196613469703,Newly Renovated + Spacious Apt w/ Parking,21554910,Philipp,,Roxbury,42.32162,-71.07709,Entire home/apt,214,2,42,2024-06-09,4.47,2,241,42,STR-538999
975295605589137873,Adorable South Boston Prívate Bedroom,23035099,Kristine,,South Boston,42.33526,-71.03126,Private room,72,30,1,2024-01-28,0.20,3,199,1,
975355188657429434,Private Room in the North End,130680380,Jodie,,Downtown,42.365698098375766,-71.0586229376903,Private room,,9,0,,,28,0,0,STR-461702
975608550315913057,Ideal for long stays | Spacious suite in Boston,416027128,R Living,,Brighton,42.34745,-71.14425,Entire home/apt,243,29,31,2024-06-04,3.30,20,239,31,Exempt: This listing is a unit that has contracts with hospitals
976328230167003797,Private room 3B,458115828,Xiaoyou,,West Roxbury,42.27158719151393,-71.15111477528231,Private room,49,3,1,2023-12-17,0.16,3,21,1,STR-545825
977031392344882875,Unique & Peaceful Boston Home( Free Parking),230850564,Suzana,,West Roxbury,42.27331078341004,-71.149132019254,Entire home/apt,119,29,0,,,3,94,0,STR-538698
977329599325064066,Brownstone 5 mins from downtown,227889113,Lee,,Roxbury,42.33322,-71.08187,Entire home/apt,450,29,1,2023-10-22,0.12,6,270,1,Str-460336
978554728200073625,Stunning Unique And Very Upscale,163848078,Adam,,Jamaica Plain,42.32852,-71.11264,Entire home/apt,599,3,1,2023-10-14,0.12,63,296,1,Exempt: This listing is a unit used for furnished institutional or business stays
978849188811936609,Full Bedroom D in #1349: JFK/UMass,297860058,Sophia,,Dorchester,42.31821942051798,-71.05443692792049,Private room,,91,0,,,154,4,0,
978849547861618199,Queen Bedroom A in #1234: Allston,297860058,Sophia,,Allston,42.35655398501891,-71.13336104780106,Private room,,91,0,,,154,35,0,
978862322322924801,Full Bedroom D in #1349: JFK/UMass,297860058,Sophia,,Dorchester,42.32003275457304,-71.05473263418996,Private room,,91,0,,,154,278,0,
978862614602490983,Queen Bedroom A in #1234: Allston,297860058,Sophia,,Allston,42.35657929149334,-71.13156520650969,Private room,62,91,0,,,154,361,0,
978872574166776547,Queen Bedroom B in #1295: Roxbury,297860058,Sophia,,Roxbury,42.32069,-71.08315,Private room,62,91,0,,,154,114,0,
978993066417058463,Beautiful Victorian house with Views. free parking,351001469,Tan,,Dorchester,42.2957068309299,-71.06245390225585,Entire home/apt,,2,19,2024-06-09,2.02,1,257,19,STR-516310
979127995487134262,"Convenient, Brand new,Comfy!",53168234,Jack,,East Boston,42.3751160129216,-71.03648402799509,Private room,160,1,9,2024-06-14,1.07,1,265,9,STR-539781
979440181879404135,"Blueground | S Boston, building w/d, nr seaport",107434423,Blueground,,South Boston,42.34320569999999,-71.0562425,Entire home/apt,310,32,0,,,379,227,0,
979843680828106548,Welcome to home 1,531150506,Benedicta,,Hyde Park,42.25296,-71.12992,Private room,130,1,3,2024-05-25,1.34,2,266,3,STR-540137
980201346804589402,"Blueground | Beacon Hill, nr boston common & shops",107434423,Blueground,,Beacon Hill,42.3595509,-71.0633453,Entire home/apt,,32,0,,,379,0,0,
980201635352725296,"Blueground | Beacon Hill, nr mass state house",107434423,Blueground,,Beacon Hill,42.3595509,-71.0633453,Entire home/apt,151,32,0,,,379,80,0,
980201927723614898,"Blueground | Beacon Hill, nr restaurants & shops",107434423,Blueground,,Beacon Hill,42.3595509,-71.0633453,Entire home/apt,170,32,1,2024-03-30,0.35,379,189,1,
980483606576205347,(42L4) TD Garden - Perfect Spot!,331225367,Foster,,Downtown,42.36624004511256,-71.06512775914476,Entire home/apt,246,1,43,2024-06-18,4.57,72,57,43,STR-531165
981123327835096425,Centrally located 1bed | Newbury Street,275849638,Steven,,Back Bay,42.34997392964146,-71.0863109533545,Entire home/apt,292,1,26,2024-06-07,3.22,69,322,26,STR-520913
981125137552921057,Cozy Fenway 1BR,275849638,Steven,,Fenway,42.35093,-71.09503,Entire home/apt,445,29,3,2023-11-15,0.34,69,205,3,STR-540553
